regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Nordeste;PI;;22;;;;2020-08-24;35;3273227;72165;266;1724;10;;;
Nordeste;PI;;22;;;;2020-08-25;35;3273227;72956;791;1741;17;;;
Nordeste;PI;;22;;;;2020-08-26;35;3273227;74096;1140;1754;13;;;
Nordeste;PI;;22;;;;2020-08-27;35;3273227;75160;1064;1765;11;;;
Nordeste;PI;;22;;;;2020-08-28;35;3273227;76033;873;1785;20;;;
Nordeste;PI;;22;;;;2020-08-29;35;3273227;76916;883;1804;19;;;
Nordeste;PI;;22;;;;2020-08-30;36;3273227;77265;349;1815;11;;;
Nordeste;PI;;22;;;;2020-08-31;36;3273227;77405;140;1825;10;;;
Nordeste;PI;;22;;;;2020-09-01;36;3273227;77859;454;1843;18;;;
Nordeste;PI;;22;;;;2020-09-02;36;3273227;78922;1063;1846;3;;;
Nordeste;PI;;22;;;;2020-09-03;36;3273227;79719;797;1855;9;;;
Nordeste;PI;;22;;;;2020-09-04;36;3273227;80750;1031;1868;13;;;
Nordeste;PI;;22;;;;2020-09-05;36;3273227;81626;876;1884;16;;;
Nordeste;PI;;22;;;;2020-09-06;37;3273227;82006;380;1893;9;;;
Nordeste;PI;;22;;;;2020-09-07;37;3273227;82282;276;1901;8;;;
Nordeste;PI;;22;;;;2020-09-08;37;3273227;82564;282;1915;14;;;
Nordeste;PI;;22;;;;2020-09-09;37;3273227;83502;938;1924;9;;;
Nordeste;PI;;22;;;;2020-09-10;37;3273227;84508;1006;1931;7;;;
Nordeste;PI;;22;;;;2020-09-11;37;3273227;85225;717;1947;16;;;
Nordeste;PI;;22;;;;2020-09-12;37;3273227;86085;860;1958;11;;;
Nordeste;PI;;22;;;;2020-09-13;38;3273227;86396;311;1967;9;;;
Nordeste;PI;;22;;;;2020-09-14;38;3273227;86538;142;1973;6;;;
Nordeste;PI;;22;;;;2020-09-15;38;3273227;87213;675;1988;15;;;
Nordeste;PI;;22;;;;2020-09-16;38;3273227;87959;746;1996;8;;;
Nordeste;PI;;22;;;;2020-09-17;38;3273227;88671;712;2007;11;;;
Nordeste;PI;;22;;;;2020-09-18;38;3273227;89443;772;2012;5;;;
Nordeste;PI;;22;;;;2020-09-19;38;3273227;90061;618;2025;13;;;
Nordeste;PI;;22;;;;2020-09-20;39;3273227;90370;309;2037;12;;;
Nordeste;PI;;22;;;;2020-09-21;39;3273227;90617;247;2038;1;;;
Nordeste;PI;;22;;;;2020-09-22;39;3273227;91355;738;2051;13;;;
Nordeste;PI;;22;;;;2020-09-23;39;3273227;92030;675;2061;10;;;
Nordeste;PI;;22;;;;2020-09-24;39;3273227;92801;771;2073;12;;;
Nordeste;PI;;22;;;;2020-09-25;39;3273227;93399;598;2085;12;;;
Nordeste;PI;;22;;;;2020-09-26;39;3273227;94179;780;2091;6;;;
Nordeste;PI;;22;;;;2020-09-27;40;3273227;94540;361;2095;4;;;
Nordeste;PI;;22;;;;2020-09-28;40;3273227;94733;193;2101;6;;;
Nordeste;PI;;22;;;;2020-09-29;40;3273227;95227;494;2107;6;;;
Nordeste;PI;;22;;;;2020-09-30;40;3273227;96086;859;2127;20;;;
Nordeste;PI;;22;;;;2020-10-01;40;3273227;96849;763;2127;0;;;
Nordeste;PI;;22;;;;2020-10-02;40;3273227;97498;649;2132;5;;;
Nordeste;PI;;22;;;;2020-10-03;40;3273227;98108;610;2144;12;;;
Nordeste;PI;;22;;;;2020-10-04;41;3273227;98344;236;2149;5;;;
Nordeste;PI;;22;;;;2020-10-05;41;3273227;98603;259;2156;7;;;
Nordeste;PI;;22;;;;2020-10-06;41;3273227;99276;673;2169;13;;;
Nordeste;PI;;22;;;;2020-10-07;41;3273227;99960;684;2180;11;;;
Nordeste;PI;;22;;;;2020-10-08;41;3273227;100548;588;2188;8;;;
Nordeste;PI;;22;;;;2020-10-09;41;3273227;101123;575;2197;9;;;
Nordeste;PI;;22;;;;2020-10-10;41;3273227;101951;828;2206;9;;;
Nordeste;PI;;22;;;;2020-10-11;42;3273227;102268;317;2217;11;;;
Nordeste;PI;;22;;;;2020-10-12;42;3273227;102500;232;2230;13;;;
Nordeste;PI;;22;;;;2020-10-13;42;3273227;102813;313;2237;7;;;
Nordeste;PI;;22;;;;2020-10-14;42;3273227;103461;648;2249;12;;;
Nordeste;PI;;22;;;;2020-10-15;42;3273227;104329;868;2261;12;;;
Nordeste;PI;;22;;;;2020-10-16;42;3273227;105156;827;2269;8;;;
Nordeste;PI;;22;;;;2020-10-17;42;3273227;105838;682;2278;9;;;
Nordeste;PI;;22;;;;2020-10-18;43;3273227;106200;362;2286;8;;;
Nordeste;PI;;22;;;;2020-10-19;43;3273227;106394;194;2295;9;;;
Nordeste;PI;;22;;;;2020-10-20;43;3273227;106908;514;2304;9;;;
Nordeste;PI;;22;;;;2020-10-21;43;3273227;107580;672;2314;10;;;
Nordeste;PI;;22;;;;2020-10-22;43;3273227;108346;766;2322;8;;;
Nordeste;PI;;22;;;;2020-10-23;43;3273227;109051;705;2327;5;;;
Nordeste;PI;;22;;;;2020-10-24;43;3273227;109829;778;2340;13;;;
Nordeste;PI;;22;;;;2020-10-25;44;3273227;110103;274;2347;7;;;
Nordeste;PI;;22;;;;2020-10-26;44;3273227;110278;175;2352;5;;;
Nordeste;PI;;22;;;;2020-10-27;44;3273227;110864;586;2363;11;;;
Nordeste;PI;;22;;;;2020-10-28;44;3273227;111543;679;2368;5;;;
Nordeste;PI;;22;;;;2020-10-29;44;3273227;112200;657;2382;14;;;
Nordeste;PI;;22;;;;2020-10-30;44;3273227;112765;565;2392;10;;;
Nordeste;PI;;22;;;;2020-10-31;44;3273227;113291;526;2400;8;;;
Nordeste;PI;;22;;;;2020-11-01;45;3273227;113546;255;2404;4;;;
Nordeste;PI;;22;;;;2020-11-02;45;3273227;113774;228;2420;16;;;
Nordeste;PI;;22;;;;2020-11-03;45;3273227;113942;168;2432;12;;;
Nordeste;PI;;22;;;;2020-11-04;45;3273227;114530;588;2441;9;;;
Nordeste;PI;;22;;;;2020-11-05;45;3273227;115026;496;2450;9;;;
Nordeste;PI;;22;;;;2020-11-06;45;3273227;115825;799;2459;9;;;
Nordeste;PI;;22;;;;2020-11-07;45;3273227;116526;701;2464;5;;;
Nordeste;PI;;22;;;;2020-11-08;46;3273227;116742;216;2467;3;;;
Nordeste;PI;;22;;;;2020-11-09;46;3273227;117149;407;2470;3;;;
Nordeste;PI;;22;;;;2020-11-10;46;3273227;117732;583;2482;12;;;
Nordeste;PI;;22;;;;2020-11-11;46;3273227;118349;617;2486;4;;;
Nordeste;PI;;22;;;;2020-11-12;46;3273227;118939;590;2499;13;;;
Nordeste;PI;;22;;;;2020-11-13;46;3273227;119456;517;2516;17;;;
Nordeste;PI;;22;;;;2020-11-14;46;3273227;119940;484;2523;7;;;
Nordeste;PI;;22;;;;2020-11-15;47;3273227;120172;232;2524;1;;;
Nordeste;PI;;22;;;;2020-11-16;47;3273227;120266;94;2530;6;;;
Nordeste;PI;;22;;;;2020-11-17;47;3273227;120466;200;2541;11;;;
Nordeste;PI;;22;;;;2020-11-18;47;3273227;120913;447;2554;13;;;
Nordeste;PI;;22;;;;2020-11-19;47;3273227;121428;515;2556;2;;;
Nordeste;PI;;22;;;;2020-11-20;47;3273227;122007;579;2568;12;;;
Nordeste;PI;;22;;;;2020-11-21;47;3273227;122518;511;2574;6;;;
Nordeste;PI;;22;;;;2020-11-22;48;3273227;122744;226;2579;5;;;
Nordeste;PI;;22;;;;2020-11-23;48;3273227;122929;185;2584;5;;;
Nordeste;PI;;22;;;;2020-11-24;48;3273227;123378;449;2591;7;;;
Nordeste;PI;;22;;;;2020-11-25;48;3273227;124076;698;2596;5;;;
Nordeste;PI;;22;;;;2020-11-26;48;3273227;124494;418;2603;7;;;
Nordeste;PI;;22;;;;2020-11-27;48;3273227;125155;661;2608;5;;;
Nordeste;PI;;22;;;;2020-11-28;48;3273227;125675;520;2617;9;;;
Nordeste;PI;;22;;;;2020-11-29;49;3273227;126721;1046;2622;5;;;
Nordeste;PI;;22;;;;2020-11-30;49;3273227;127014;293;2624;2;;;
Nordeste;PI;;22;;;;2020-12-01;49;3273227;127686;672;2634;10;;;
Nordeste;PI;;22;;;;2020-12-02;49;3273227;128432;746;2644;10;;;
Nordeste;PI;;22;;;;2020-12-03;49;3273227;129096;664;2650;6;;;
Nordeste;PI;;22;;;;2020-12-04;49;3273227;129825;729;2658;8;;;
Nordeste;PI;;22;;;;2020-12-05;49;3273227;130539;714;2666;8;;;
Nordeste;PI;;22;;;;2020-12-06;50;3273227;130984;445;2673;7;;;
Nordeste;PI;;22;;;;2020-12-07;50;3273227;131454;470;2680;7;;;
Nordeste;PI;;22;;;;2020-12-08;50;3273227;132095;641;2691;11;;;
Nordeste;PI;;22;;;;2020-12-09;50;3273227;132718;623;2695;4;;;
Nordeste;PI;;22;;;;2020-12-10;50;3273227;133336;618;2704;9;;;
Nordeste;PI;;22;;;;2020-12-11;50;3273227;133870;534;2714;10;;;
Nordeste;PI;;22;;;;2020-12-12;50;3273227;134429;559;2720;6;;;
Nordeste;PI;;22;;;;2020-12-13;51;3273227;134717;288;2722;2;;;
Nordeste;PI;;22;;;;2020-12-14;51;3273227;134892;175;2723;1;;;
Nordeste;PI;;22;;;;2020-12-15;51;3273227;135239;347;2735;12;;;
Nordeste;PI;;22;;;;2020-12-16;51;3273227;135769;530;2743;8;;;
Nordeste;PI;;22;;;;2020-12-17;51;3273227;136423;654;2749;6;;;
Nordeste;PI;;22;;;;2020-12-18;51;3273227;137027;604;2755;6;;;
Nordeste;PI;;22;;;;2020-12-19;51;3273227;137607;580;2764;9;;;
Nordeste;PI;;22;;;;2020-12-20;52;3273227;137944;337;2765;1;;;
Nordeste;PI;;22;;;;2020-12-21;52;3273227;138152;208;2769;4;;;
Nordeste;PI;;22;;;;2020-12-22;52;3273227;138586;434;2779;10;;;
Nordeste;PI;;22;;;;2020-12-23;52;3273227;139168;582;2788;9;;;
Nordeste;PI;;22;;;;2020-12-24;52;3273227;139713;545;2792;4;;;
Nordeste;PI;;22;;;;2020-12-25;52;3273227;139928;215;2794;2;;;
Nordeste;PI;;22;;;;2020-12-26;52;3273227;140245;317;2802;8;;;
Nordeste;PI;;22;;;;2020-12-27;53;3273227;140496;251;2814;12;;;
Nordeste;PI;;22;;;;2020-12-28;53;3273227;140749;253;2815;1;;;
Nordeste;PI;;22;;;;2020-12-29;53;3273227;141258;509;2821;6;;;
Nordeste;PI;;22;;;;2020-12-30;53;3273227;141951;693;2827;6;;;
Nordeste;PI;;22;;;;2020-12-31;53;3273227;142672;721;2837;10;;;
Nordeste;PI;;22;;;;2021-01-01;53;3273227;143179;507;2840;3;;;
Nordeste;PI;;22;;;;2021-01-02;53;3273227;143210;31;2848;8;;;
Nordeste;PI;;22;;;;2021-01-03;1;3273227;143489;279;2854;6;;;
Nordeste;PI;;22;;;;2021-01-04;1;3273227;143651;162;2856;2;;;
Nordeste;PI;;22;;;;2021-01-05;1;3273227;144200;549;2863;7;;;
Nordeste;PI;;22;;;;2021-01-06;1;3273227;144857;657;2873;10;;;
Nordeste;PI;;22;;;;2021-01-07;1;3273227;145384;527;2882;9;;;
Nordeste;PI;;22;;;;2021-01-08;1;3273227;145997;613;2891;9;;;
Nordeste;PI;;22;;;;2021-01-09;1;3273227;146779;782;2895;4;;;
Nordeste;PI;;22;;;;2021-01-10;2;3273227;147038;259;2897;2;;;
Nordeste;PI;;22;;;;2021-01-11;2;3273227;147509;471;2906;9;;;
Nordeste;PI;;22;;;;2021-01-12;2;3273227;148032;523;2915;9;;;
Nordeste;PI;;22;;;;2021-01-13;2;3273227;148867;835;2922;7;;;
Nordeste;PI;;22;;;;2021-01-14;2;3273227;149686;819;2930;8;;;
Nordeste;PI;;22;;;;2021-01-15;2;3273227;150374;688;2935;5;;;
Nordeste;PI;;22;;;;2021-01-16;2;3273227;151046;672;2945;10;;;
Nordeste;PI;;22;;;;2021-01-17;3;3273227;151397;351;2950;5;;;
Nordeste;PI;;22;;;;2021-01-18;3;3273227;151619;222;2961;11;;;
Nordeste;PI;;22;;;;2021-01-19;3;3273227;152211;592;2968;7;;;
Nordeste;PI;;22;;;;2021-01-20;3;3273227;152997;786;2976;8;;;
Nordeste;PI;;22;;;;2021-01-21;3;3273227;153771;774;2985;9;;;
Nordeste;PI;;22;;;;2021-01-22;3;3273227;154397;626;2989;4;;;
Nordeste;PI;;22;;;;2021-01-23;3;3273227;155105;708;2999;10;;;
Nordeste;PI;;22;;;;2021-01-24;4;3273227;155362;257;3004;5;;;
Nordeste;PI;;22;;;;2021-01-25;4;3273227;155723;361;3012;8;;;
Nordeste;PI;;22;;;;2021-01-26;4;3273227;156149;426;3020;8;;;
Nordeste;PI;;22;;;;2021-01-27;4;3273227;156875;726;3031;11;;;
Nordeste;PI;;22;;;;2021-01-28;4;3273227;157469;594;3039;8;;;
Nordeste;PI;;22;;;;2021-01-29;4;3273227;157775;306;3045;6;;;
Nordeste;PI;;22;;;;2021-01-30;4;3273227;158584;809;3051;6;;;
Nordeste;PI;;22;;;;2021-01-31;5;3273227;159023;439;3058;7;;;
Nordeste;PI;;22;;;;2021-02-01;5;3273227;159290;267;3065;7;;;
Nordeste;PI;;22;;;;2021-02-02;5;3273227;159741;451;3072;7;;;
Nordeste;PI;;22;;;;2021-02-03;5;3273227;160252;511;3087;15;;;
Nordeste;PI;;22;;;;2021-02-04;5;3273227;160948;696;3092;5;;;
Nordeste;PI;;22;;;;2021-02-05;5;3273227;161336;388;3112;20;;;
Nordeste;PI;;22;;;;2021-02-06;5;3273227;162148;812;3120;8;;;
Nordeste;PI;;22;;;;2021-02-07;6;3273227;162405;257;3127;7;;;
Nordeste;PI;;22;;;;2021-02-08;6;3273227;162637;232;3131;4;;;
Nordeste;PI;;22;;;;2021-02-09;6;3273227;163087;450;3139;8;;;
Nordeste;PI;;22;;;;2021-02-10;6;3273227;163497;410;3149;10;;;
Nordeste;PI;;22;;;;2021-02-11;6;3273227;164162;665;3156;7;;;
Nordeste;PI;;22;;;;2021-02-12;6;3273227;164858;696;3166;10;;;
Nordeste;PI;;22;;;;2021-02-13;6;3273227;165319;461;3175;9;;;
Nordeste;PI;;22;;;;2021-02-14;7;3273227;165857;538;3182;7;;;
Nordeste;PI;;22;;;;2021-02-15;7;3273227;166098;241;3190;8;;;
Nordeste;PI;;22;;;;2021-02-16;7;3273227;166589;491;3201;11;;;
Nordeste;PI;;22;;;;2021-02-17;7;3273227;167102;513;3210;9;;;
Nordeste;PI;;22;;;;2021-02-18;7;3273227;167624;522;3222;12;;;
Nordeste;PI;;22;;;;2021-02-19;7;3273227;168403;779;3232;10;;;
Nordeste;PI;;22;;;;2021-02-20;7;3273227;169186;783;3238;6;;;
Nordeste;PI;;22;;;;2021-02-21;8;3273227;169465;279;3242;4;;;
Nordeste;PI;;22;;;;2021-02-22;8;3273227;169722;257;3249;7;;;
Nordeste;PI;;22;;;;2021-02-23;8;3273227;170355;633;3260;11;;;
Nordeste;PI;;22;;;;2021-02-24;8;3273227;171032;677;3274;14;;;
Nordeste;PI;;22;;;;2021-02-25;8;3273227;171668;636;3289;15;;;
Nordeste;PI;;22;;;;2021-02-26;8;3273227;172525;857;3305;16;;;
Nordeste;PI;;22;;;;2021-02-27;8;3273227;173290;765;3326;21;;;
Nordeste;PI;;22;;;;2021-02-28;9;3273227;173691;401;3335;9;;;
Nordeste;PI;;22;;;;2021-03-01;9;3273227;174008;317;3352;17;;;
Nordeste;PI;;22;;;;2021-03-02;9;3273227;174546;538;3365;13;;;
Nordeste;PI;;22;;;;2021-03-03;9;3273227;175550;1004;3387;22;;;
Nordeste;PI;;22;;;;2021-03-04;9;3273227;176349;799;3402;15;;;
Nordeste;PI;;22;;;;2021-03-05;9;3273227;177307;958;3425;23;;;
Nordeste;PI;;22;;;;2021-03-06;9;3273227;178539;1232;3447;22;;;
Nordeste;PI;;22;;;;2021-03-07;10;3273227;179304;765;3460;13;;;
Nordeste;PI;;22;;;;2021-03-08;10;3273227;179588;284;3485;25;;;
Nordeste;PI;;22;;;;2021-03-09;10;3273227;180475;887;3504;19;;;
Nordeste;PI;;22;;;;2021-03-10;10;3273227;181560;1085;3524;20;;;
Nordeste;PI;;22;;;;2021-03-11;10;3273227;182650;1090;3545;21;;;
Nordeste;PI;;22;;;;2021-03-12;10;3273227;184059;1409;3577;32;;;
Nordeste;PI;;22;;;;2021-03-13;10;3273227;185192;1133;3606;29;;;
Nordeste;PI;;22;;;;2021-03-14;11;3273227;185844;652;3623;17;;;
Nordeste;PI;;22;;;;2021-03-15;11;3273227;186101;257;3647;24;;;
Nordeste;PI;;22;;;;2021-03-16;11;3273227;186897;796;3674;27;;;
Nordeste;PI;;22;;;;2021-03-17;11;3273227;187960;1063;3697;23;;;
Nordeste;PI;;22;;;;2021-03-18;11;3273227;189115;1155;3720;23;;;
Nordeste;PI;;22;;;;2021-03-19;11;3273227;190385;1270;3740;20;;;
Nordeste;PI;;22;;;;2021-03-20;11;3273227;191845;1460;3778;38;;;
Nordeste;PI;;22;;;;2021-03-21;12;3273227;192786;941;3802;24;;;
Nordeste;PI;;22;;;;2021-03-22;12;3273227;193411;625;3817;15;;;
Nordeste;PI;;22;;;;2021-03-23;12;3273227;194359;948;3851;34;;;
Nordeste;PI;;22;;;;2021-03-24;12;3273227;196010;1651;3870;19;;;
Nordeste;PI;;22;;;;2021-03-25;12;3273227;197159;1149;3919;49;;;
Nordeste;PI;;22;;;;2021-03-26;12;3273227;198664;1505;3950;31;;;
Nordeste;PI;;22;;;;2021-03-27;12;3273227;200285;1621;3967;17;;;
Nordeste;PI;;22;;;;2021-03-28;13;3273227;201517;1232;3996;29;;;
Nordeste;PI;;22;;;;2021-03-29;13;3273227;202230;713;4028;32;;;
Nordeste;PI;;22;;;;2021-03-30;13;3273227;203458;1228;4066;38;;;
Nordeste;PI;;22;;;;2021-03-31;13;3273227;205005;1547;4104;38;;;
Nordeste;PI;;22;;;;2021-04-01;13;3273227;206631;1626;4141;37;;;
Nordeste;PI;;22;;;;2021-04-02;13;3273227;207837;1206;4181;40;;;
Nordeste;PI;;22;;;;2021-04-03;13;3273227;208974;1137;4212;31;;;
Nordeste;PI;;22;;;;2021-04-04;14;3273227;209874;900;4240;28;;;
Nordeste;PI;;22;;;;2021-04-05;14;3273227;210843;969;4268;28;;;
Nordeste;PI;;22;;;;2021-04-06;14;3273227;212347;1504;4298;30;;;
Nordeste;PI;;22;;;;2021-04-07;14;3273227;213660;1313;4341;43;;;
Nordeste;PI;;22;;;;2021-04-08;14;3273227;215140;1480;4379;38;;;
Nordeste;PI;;22;;;;2021-04-09;14;3273227;216352;1212;4425;46;;;
Nordeste;PI;;22;;;;2021-04-10;14;3273227;217333;981;4462;37;;;
Nordeste;PI;;22;;;;2021-04-11;15;3273227;218653;1320;4493;31;;;
Nordeste;PI;;22;;;;2021-04-12;15;3273227;219366;713;4529;36;;;
Nordeste;PI;;22;;;;2021-04-13;15;3273227;220336;970;4586;57;;;
Nordeste;PI;;22;;;;2021-04-14;15;3273227;221617;1281;4633;47;;;
Nordeste;PI;;22;;;;2021-04-15;15;3273227;223251;1634;4659;26;;;
Nordeste;PI;;22;;;;2021-04-16;15;3273227;224790;1539;4693;34;;;
Nordeste;PI;;22;;;;2021-04-17;15;3273227;225796;1006;4731;38;;;
Nordeste;PI;;22;;;;2021-04-18;16;3273227;226624;828;4758;27;;;
Nordeste;PI;;22;;;;2021-04-19;16;3273227;227910;1286;4780;22;;;
Nordeste;PI;;22;;;;2021-04-20;16;3273227;229291;1381;4802;22;;;
Nordeste;PI;;22;;;;2021-04-21;16;3273227;230952;1661;4830;28;;;
Nordeste;PI;;22;;;;2021-04-22;16;3273227;232049;1097;4858;28;;;
Nordeste;PI;;22;;;;2021-04-23;16;3273227;233228;1179;4886;28;;;
Nordeste;PI;;22;;;;2021-04-24;16;3273227;234401;1173;4919;33;;;
Nordeste;PI;;22;;;;2021-04-25;17;3273227;235203;802;4955;36;;;
Nordeste;PI;;22;;;;2021-04-26;17;3273227;235682;479;4985;30;;;
Nordeste;PI;;22;;;;2021-04-27;17;3273227;236596;914;5020;35;;;
Nordeste;PI;;22;;;;2021-04-28;17;3273227;237845;1249;5046;26;;;
Nordeste;PI;;22;;;;2021-04-29;17;3273227;239008;1163;5067;21;;;
Nordeste;PI;;22;;;;2021-04-30;17;3273227;240420;1412;5101;34;;;
Nordeste;PI;;22;;;;2021-05-01;17;3273227;240868;448;5124;23;;;
Nordeste;CE;;23;;;;2020-02-25;9;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-02-26;9;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-02-27;9;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-02-28;9;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-02-29;9;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-01;10;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-02;10;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-03;10;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-04;10;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-05;10;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-06;10;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-07;10;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-08;11;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-09;11;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-10;11;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-11;11;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-12;11;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-13;11;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-14;11;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-15;12;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-16;12;9132078;0;0;0;0;;;
Nordeste;CE;;23;;;;2020-03-17;12;9132078;5;5;0;0;;;
Nordeste;CE;;23;;;;2020-03-18;12;9132078;9;4;0;0;;;
Nordeste;CE;;23;;;;2020-03-19;12;9132078;20;11;0;0;;;
Nordeste;CE;;23;;;;2020-03-20;12;9132078;55;35;0;0;;;
Nordeste;CE;;23;;;;2020-03-21;12;9132078;68;13;0;0;;;
Nordeste;CE;;23;;;;2020-03-22;13;9132078;112;44;0;0;;;
Nordeste;CE;;23;;;;2020-03-23;13;9132078;163;51;0;0;;;
Nordeste;CE;;23;;;;2020-03-24;13;9132078;182;19;0;0;;;
Nordeste;CE;;23;;;;2020-03-25;13;9132078;200;18;0;0;;;
Nordeste;CE;;23;;;;2020-03-26;13;9132078;235;35;3;3;;;
Nordeste;CE;;23;;;;2020-03-27;13;9132078;282;47;3;0;;;
Nordeste;CE;;23;;;;2020-03-28;13;9132078;314;32;4;1;;;
Nordeste;CE;;23;;;;2020-03-29;14;9132078;348;34;5;1;;;
Nordeste;CE;;23;;;;2020-03-30;14;9132078;372;24;5;0;;;
Nordeste;CE;;23;;;;2020-03-31;14;9132078;390;18;7;2;;;
Nordeste;CE;;23;;;;2020-04-01;14;9132078;444;54;8;1;;;
Nordeste;CE;;23;;;;2020-04-02;14;9132078;550;106;20;12;;;
Nordeste;CE;;23;;;;2020-04-03;14;9132078;627;77;22;2;;;
Nordeste;CE;;23;;;;2020-04-04;14;9132078;730;103;22;0;;;
Nordeste;CE;;23;;;;2020-04-05;15;9132078;823;93;26;4;;;
Nordeste;CE;;23;;;;2020-04-06;15;9132078;1013;190;29;3;;;
Nordeste;CE;;23;;;;2020-04-07;15;9132078;1051;38;31;2;;;
Nordeste;CE;;23;;;;2020-04-08;15;9132078;1291;240;43;12;;;
Nordeste;CE;;23;;;;2020-04-09;15;9132078;1425;134;55;12;;;
Nordeste;CE;;23;;;;2020-04-10;15;9132078;1478;53;58;3;;;
Nordeste;CE;;23;;;;2020-04-11;15;9132078;1582;104;67;9;;;
Nordeste;CE;;23;;;;2020-04-12;16;9132078;1676;94;74;7;;;
Nordeste;CE;;23;;;;2020-04-13;16;9132078;1800;124;91;17;;;
Nordeste;CE;;23;;;;2020-04-14;16;9132078;2005;205;107;16;;;
Nordeste;CE;;23;;;;2020-04-15;16;9132078;2157;152;116;9;;;
Nordeste;CE;;23;;;;2020-04-16;16;9132078;2386;229;124;8;;;
Nordeste;CE;;23;;;;2020-04-17;16;9132078;2684;298;149;25;;;
Nordeste;CE;;23;;;;2020-04-18;16;9132078;3034;350;176;27;;;
Nordeste;CE;;23;;;;2020-04-19;17;9132078;3252;218;186;10;;;
Nordeste;CE;;23;;;;2020-04-20;17;9132078;3482;230;198;12;;;
Nordeste;CE;;23;;;;2020-04-21;17;9132078;3716;234;215;17;;;
Nordeste;CE;;23;;;;2020-04-22;17;9132078;3910;194;233;18;;;
Nordeste;CE;;23;;;;2020-04-23;17;9132078;4598;688;266;33;;;
Nordeste;CE;;23;;;;2020-04-24;17;9132078;4800;202;284;18;;;
Nordeste;CE;;23;;;;2020-04-25;17;9132078;5421;621;310;26;;;
Nordeste;CE;;23;;;;2020-04-26;18;9132078;5833;412;327;17;;;
Nordeste;CE;;23;;;;2020-04-27;18;9132078;6726;893;390;63;;;
Nordeste;CE;;23;;;;2020-04-28;18;9132078;6918;192;403;13;;;
Nordeste;CE;;23;;;;2020-04-29;18;9132078;7267;349;441;38;;;
Nordeste;CE;;23;;;;2020-04-30;18;9132078;7606;339;482;41;;;
Nordeste;CE;;23;;;;2020-05-01;18;9132078;7879;273;505;23;;;
Nordeste;CE;;23;;;;2020-05-02;18;9132078;8231;352;614;109;;;
Nordeste;CE;;23;;;;2020-05-03;19;9132078;8370;139;663;49;;;
Nordeste;CE;;23;;;;2020-05-04;19;9132078;11040;2670;712;49;;;
Nordeste;CE;;23;;;;2020-05-05;19;9132078;11470;430;795;83;;;
Nordeste;CE;;23;;;;2020-05-06;19;9132078;12304;834;848;53;;;
Nordeste;CE;;23;;;;2020-05-07;19;9132078;13888;1584;903;55;;;
Nordeste;CE;;23;;;;2020-05-08;19;9132078;14956;1068;966;63;;;
Nordeste;CE;;23;;;;2020-05-09;19;9132078;15879;923;1062;96;;;
Nordeste;CE;;23;;;;2020-05-10;20;9132078;16692;813;1114;52;;;
Nordeste;CE;;23;;;;2020-05-11;20;9132078;17599;907;1189;75;;;
Nordeste;CE;;23;;;;2020-05-12;20;9132078;18412;813;1280;91;;;
Nordeste;CE;;23;;;;2020-05-13;20;9132078;19156;744;1389;109;;;
Nordeste;CE;;23;;;;2020-05-14;20;9132078;21077;1921;1413;24;;;
Nordeste;CE;;23;;;;2020-05-15;20;9132078;22490;1413;1476;63;;;
Nordeste;CE;;23;;;;2020-05-16;20;9132078;23795;1305;1614;138;;;
Nordeste;CE;;23;;;;2020-05-17;21;9132078;24255;460;1641;27;;;
Nordeste;CE;;23;;;;2020-05-18;21;9132078;26363;2108;1748;107;;;
Nordeste;CE;;23;;;;2020-05-19;21;9132078;28112;1749;1856;108;;;
Nordeste;CE;;23;;;;2020-05-20;21;9132078;30560;2448;1900;44;;;
Nordeste;CE;;23;;;;2020-05-21;21;9132078;31413;853;2161;261;;;
Nordeste;CE;;23;;;;2020-05-22;21;9132078;34573;3160;2251;90;;;
